"filename", "language", "Dart", "comment", "blank", "total"
"e:\AndroidStudioProject\techcart\lib\ui\checkout\cubit\checkout_cubit.dart", "Dart", 58, 0, 17, 75
"e:\AndroidStudioProject\techcart\lib\ui\checkout\cubit\checkout_state.dart", "Dart", 8, 0, 8, 16
"e:\AndroidStudioProject\techcart\lib\ui\checkout\place_order_page.dart", "Dart", 258, 1, 4, 263
"e:\AndroidStudioProject\techcart\lib\ui\edit_profile\cubit\edit_profile_cubit.dart", "Dart", -71, -5, -9, -85
"e:\AndroidStudioProject\techcart\lib\ui\edit_profile\cubit\edit_profile_state.dart", "Dart", -10, -5, -11, -26
"e:\AndroidStudioProject\techcart\lib\ui\edit_profile\edit_profile_page.dart", "Dart", -166, -2, -8, -176
"e:\AndroidStudioProject\techcart\lib\ui\favortie\cubit\favorite_cubit.dart", "Dart", 1, 0, 1, 2
"e:\AndroidStudioProject\techcart\lib\ui\favortie\cubit\favorite_state.dart", "Dart", -1, 0, 0, -1
"e:\AndroidStudioProject\techcart\lib\ui\favortie\favorite_page.dart", "Dart", -6, 0, 0, -6
"e:\AndroidStudioProject\techcart\lib\ui\home\cubit\home_cubit.dart", "Dart", 1, 0, 0, 1
"e:\AndroidStudioProject\techcart\lib\ui\home\cubit\home_state.dart", "Dart", -1, 0, 0, -1
"e:\AndroidStudioProject\techcart\lib\ui\home\home_page.dart", "Dart", 0, 2, 0, 2
"e:\AndroidStudioProject\techcart\lib\ui\index\cubit\index_cubit.dart", "Dart", 7, -5, 0, 2
"e:\AndroidStudioProject\techcart\lib\ui\orders\cubit\orders_cubit.dart", "Dart", -1, 0, 0, -1
"e:\AndroidStudioProject\techcart\lib\ui\orders\cubit\orders_state.dart", "Dart", -1, 0, 0, -1
"e:\AndroidStudioProject\techcart\lib\ui\orders\orders_page.dart", "Dart", 5, 0, 0, 5
"e:\AndroidStudioProject\techcart\lib\ui\product\cubit\product_cubit.dart", "Dart", 1, -1, 0, 0
"e:\AndroidStudioProject\techcart\lib\ui\product\cubit\product_state.dart", "Dart", 1, 0, 2, 3
"e:\AndroidStudioProject\techcart\lib\ui\product\product_page.dart", "Dart", 52, -4, -1, 47
"e:\AndroidStudioProject\techcart\lib\ui\profile\cubit\profile_cubit.dart", "Dart", 87, -1, 10, 96
"e:\AndroidStudioProject\techcart\lib\ui\profile\cubit\profile_state.dart", "Dart", 11, 0, 9, 20
"e:\AndroidStudioProject\techcart\lib\ui\profile\edit_profile_page.dart", "Dart", 166, 2, 8, 176
"e:\AndroidStudioProject\techcart\lib\ui\profile\profile_page.dart", "Dart", -7, -13, 0, -20
"e:\AndroidStudioProject\techcart\lib\ui\search\cubit\search_cubit.dart", "Dart", -1, 0, 0, -1
"e:\AndroidStudioProject\techcart\lib\ui\search\cubit\search_state.dart", "Dart", -1, 0, 0, -1
"e:\AndroidStudioProject\techcart\lib\ui\search\search_page.dart", "Dart", 8, 0, 0, 8
"Total", "-", 1007, -465, 44, 586
